TRUE,10,50000,16,0.7,5,0,1,0.981380004,"{0: 98.25999736785889, 1: 98.15000295639038, 2: 98.07999730110168, 3: 98.17000031471252, 4: 98.21000099182129, 5: 98.28000068664551, 6: 98.07000160217285, 7: 97.97000288963318, 8: 98.11000227928162, 9: 98.07999730110168}",0.090420737,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0}",100000,"{0: 49995, 1: 69993, 2: 99990, 3: 39996, 4: 49995, 5: 99990, 6: 59994, 7: 29997, 8: 59994, 9: 39996}",0.064422087,0.091821697,0.067022923,"[0.00191858 0.00180394 0.00416566 0.00492004 0.00409654 0.00452936
 0.0030361  0.00447808 0.00585885 0.00607791]",1.67E-06
TRUE,10,50000,16,0.6,5,0,1,0.980790007,"{0: 98.00999760627747, 1: 98.15000295639038, 2: 97.93000221252441, 3: 98.17000031471252, 4: 97.97999858856201, 5: 98.15000295639038, 6: 98.15000295639038, 7: 98.28000068664551, 8: 97.94999957084656, 9: 98.01999926567078}",0.109859793,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0}",100000,"{0: 59994, 1: 59994, 2: 19998, 3: 89991, 4: 59994, 5: 69993, 6: 79992, 7: 89991, 8: 79992, 9: 69993}",0.064718094,0.092538414,0.067742164,"[0.00252955 0.00185704 0.0047417  0.00591039 0.00449349 0.00519313
 0.00361643 0.00463345 0.00559525 0.00620685]",1.81E-06
TRUE,10,50000,16,0.7,5,0,0.85,0.978599989,"{0: 97.76999950408936, 1: 97.71999716758728, 2: 97.83999919891357, 3: 98.05999994277954, 4: 97.65999913215637, 5: 97.68999814987183, 6: 97.93999791145325, 7: 97.97999858856201, 8: 97.96000123023987, 9: 97.97999858856201}",0.134981888,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0}",100000,"{0: 89991, 1: 79992, 2: 59994, 3: 79992, 4: 79992, 5: 89991, 6: 69993, 7: 99990, 8: 79992, 9: 99990}",0.071562475,0.103410513,0.071486092,"[0.00341437 0.00236239 0.00549774 0.00633843 0.00517324 0.00651163
 0.00418728 0.0054066  0.00715923 0.00718168]",2.19E-06
TRUE,10,50000,16,0.8,5,0,0.6,0.974159992,"{0: 97.50999808311462, 1: 97.2599983215332, 2: 97.46999740600586, 3: 97.32000231742859, 4: 97.31000065803528, 5: 97.53999710083008, 6: 97.3800003528595, 7: 97.54999876022339, 8: 97.33999967575073, 9: 97.47999906539917}",0.100517736,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0}",100000,"{0: 79992, 1: 69993, 2: 79992, 3: 89991, 4: 99990, 5: 99990, 6: 99990, 7: 79992, 8: 99990, 9: 99990}",0.076501933,0.108831211,0.062592055,"[0.00487103 0.00329543 0.00724709 0.00896096 0.00684825 0.00794699
 0.00517037 0.0072732  0.00988783 0.01018615]",2.81E-06
TRUE,10,50000,16,0.8,5,0,0.85,0.978820008,"{0: 97.83999919891357, 1: 97.93000221252441, 2: 97.82000184059143, 3: 97.82000184059143, 4: 97.9099988937378, 5: 97.94999957084656, 6: 97.76999950408936, 7: 98.03000092506409, 8: 97.96000123023987, 9: 97.79000282287598}",0.08133865,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0}",100000,"{0: 99990, 1: 99990, 2: 59994, 3: 69993, 4: 79992, 5: 99990, 6: 99990, 7: 99990, 8: 59994, 9: 69993}",0.071838814,0.103439714,0.071873412,"[0.00311713 0.00232839 0.00554484 0.00648255 0.00532832 0.00605565
 0.00392147 0.00537701 0.00651963 0.00698365]",2.04E-06
TRUE,10,50000,16,0.7,5,0,0.6,0.973889995,"{0: 97.57000207901001, 1: 97.28999733924866, 2: 97.24000096321106, 3: 97.36999869346619, 4: 97.32999801635742, 5: 97.49000072479248, 6: 97.46999740600586, 7: 97.45000004768372, 8: 97.24000096321106, 9: 97.4399983882904}",0.106719519,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0}",100000,"{0: 69993, 1: 79992, 2: 59994, 3: 79992, 4: 99990, 5: 89991, 6: 89991, 7: 99990, 8: 79992, 9: 99990}",0.076741001,0.109097943,0.062237467,"[0.0044489  0.0032646  0.00749374 0.01036482 0.00711547 0.00829638
 0.00568317 0.00709703 0.01035831 0.00986631]",2.96E-06
TRUE,10,50000,16,0.6,5,0,0.85,0.978850001,"{0: 98.04999828338623, 1: 98.00000190734863, 2: 97.85000085830688, 3: 98.03000092506409, 4: 97.57999777793884, 5: 97.87999987602234, 6: 98.11000227928162, 7: 97.83999919891357, 8: 97.79000282287598, 9: 97.71999716758728}",0.156413853,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0}",100000,"{0: 99990, 1: 89991, 2: 59994, 3: 79992, 4: 39996, 5: 99990, 6: 99990, 7: 89991, 8: 69993, 9: 39996}",0.072316331,0.104406057,0.072995296,"[0.00287234 0.00240528 0.0057157  0.00646785 0.00601308 0.0065182
 0.00399005 0.00548997 0.00750414 0.0083137 ]",2.13E-06
TRUE,10,50000,16,0.6,5,0,0.6,0.973349994,"{0: 97.28000164031982, 1: 97.28999733924866, 2: 97.58999943733215, 3: 97.24000096321106, 4: 97.47999906539917, 5: 97.35999703407288, 6: 97.2000002861023, 7: 97.25000262260437, 8: 97.29999899864197, 9: 97.35999703407288}",0.113158547,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0}",100000,"{0: 79992, 1: 69993, 2: 89991, 3: 99990, 4: 79992, 5: 89991, 6: 89991, 7: 99990, 8: 89991, 9: 79992}",0.076232384,0.109167383,0.062640685,"[0.00461667 0.00393246 0.00770195 0.00914766 0.00728809 0.00854816
 0.00600914 0.00720037 0.01047006 0.00995878]",2.92E-06
TRUE,10,50000,16,0.8,5,0,1,0.981010002,"{0: 98.19999933242798, 1: 98.07999730110168, 2: 98.11999797821045, 3: 98.07000160217285, 4: 98.1000006198883, 5: 98.18000197410583, 6: 98.21000099182129, 7: 97.89000153541565, 8: 98.0400025844574, 9: 98.11999797821045}",0.088481236,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0}",100000,"{0: 69993, 1: 99990, 2: 99990, 3: 79992, 4: 99990, 5: 69993, 6: 59994, 7: 99990, 8: 69993, 9: 99990}",0.063844002,0.091433239,0.066083392,"[0.00256374 0.00177061 0.00429554 0.00529954 0.00407114 0.00561625
 0.00318072 0.00544341 0.005819   0.00710106]",1.82E-06
TRUE,10,50000,16,0.9,5,0,1,0.980849999,"{0: 97.97999858856201, 1: 98.11000227928162, 2: 98.07000160217285, 3: 98.19999933242798, 4: 98.21000099182129, 5: 98.00999760627747, 6: 98.05999994277954, 7: 98.05999994277954, 8: 98.12999963760376, 9: 98.01999926567078}",0.073383162,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0}",100000,"{0: 99990, 1: 49995, 2: 69993, 3: 59994, 4: 99990, 5: 79992, 6: 59994, 7: 89991, 8: 89991, 9: 49995}",0.063354216,0.090804335,0.065788028,"[0.00242017 0.00183842 0.00481739 0.00537079 0.00459494 0.00427067
 0.00316591 0.00427986 0.00632605 0.00652594]",1.74E-06
